物件ID,種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大,追加年月日,削除年月日
b5e7b044a852,建物,中古住宅　長良,800.0,岐阜県岐阜市長良,JR東海道本線 岐阜駅までバス約22分 長良高見バス停 徒歩13分,6SDK,253.85,139.5,10.42,https://sumaity.com/house/used/gifu_prop/prop_18547707/,2026-01-17,51.75,JR東海道本線,岐阜,13.0,,2026-01-11,
b5eb74e12d57,建物,◆成約特典：ＪＣＢ商品券7.7万円＆ヤマダ電機特別割引券◆簡単予約可能◆,2380.0,岐阜県羽島市正木町新井1262番1　他,名鉄尾西線「玉ノ井」バス5分停歩4分,4LDK,213.09,98.34,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78830322/,2026-01-17,0.0,名鉄尾西線,玉ノ井,,最小,2026-01-11,
b5f07518a43f,土地,定休日なし　地元なので今すぐご案内可能です　現地集合OK,1650.0,愛知県一宮市東島町１-20-1,名鉄バス「中島通1丁目」徒歩8分,,188.0,,29.1,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_70981223/,2026-01-17,,名鉄バス,中島通１丁目,8.0,,2026-01-11,
b5f3dfab7a05,建物,愛知県一宮市天王,4480.0,愛知県一宮市天王,名鉄尾西線/西一宮駅 徒歩5分,4LDK,158.28,130.85,93.57,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_b0465ab963423d308e576669ae538076/,2026-01-17,0.0,名鉄尾西線,西一宮,5.0,,2026-01-11,
b605a2d20399,土地,岐阜県各務原市蘇原野口町２丁目,1730.0,岐阜県各務原市蘇原野口町２丁目,高山本線/蘇原駅 徒歩18分,,288.13,,19.85,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_163450dbd7c539db87eb4453310ef3b4/,2026-01-17,,高山本線,蘇原,18.0,,2026-01-11,
b610da894b4f,建物,補助金対象物件◇簡単予約で即ご案内可能◇自己資金0円でOK◇,3980.0,岐阜県岐阜市竜田町６,名鉄名古屋本線「加納」徒歩8分,5LDK,122.29,116.76,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_77277234/,2026-01-17,0.0,名鉄名古屋本線,加納,8.0,最小,2026-01-11,
b6145d1a1519,土地,岐阜県岐阜市加納上本町４丁目,5376.0,岐阜県岐阜市加納上本町４丁目,東海道本線/岐阜駅 徒歩7分,,222.16,,80.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_b53f6bb9bde53e6d90f0119db60a877f/,2026-01-17,,東海道本線,岐阜,7.0,,2026-01-11,
b61bdc8fe86b,土地,愛知県一宮市大和町妙興寺,1690.0,愛知県一宮市大和町妙興寺,名鉄名古屋本線/妙興寺駅 徒歩17分,,184.41,,30.3,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_d0de75e4e8d53cc991b202723148ee45/,2026-01-17,,名鉄名古屋本線,妙興寺,17.0,,2026-01-11,
b61f7daf96e0,建物,愛知県一宮市浅井町小日比野,2790.0,愛知県一宮市浅井町小日比野,名鉄犬山線/江南駅 徒歩47分,3LDK,160.77,107.66,57.37,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_3dcac38aa2f43cf3b4a7542386bb0089/,2026-01-17,0.0,名鉄犬山線,江南,47.0,,2026-01-11,
b623dae84c0c,土地,岐阜県岐阜市池田町１丁目,2790.0,岐阜県岐阜市池田町１丁目,東海道本線/岐阜駅 徒歩28分,,263.46,,35.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_4942058926b93f17bfd366622cdc30bf/,2026-01-14,,東海道本線,岐阜,28.0,,2026-01-11,2026/01/17
b62641d328fd,建物,岐阜県各務原市那加不動丘,3980.0,岐阜県各務原市那加不動丘,名鉄各務原線/各務原市役所前駅 徒歩8分,4LDK,157.43,105.99,83.57,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_09b9013232c335b1bb38e1c4e1f0cd07/,2026-01-17,5.67,名鉄各務原線,各務原市役所前,8.0,,2026-01-11,
b62df05cb863,建物,岐阜県岐阜市六条片田,4580.0,岐阜県岐阜市六条片田,JR東海道本線/岐阜駅 徒歩30分,3LDK+S,188.22,117.51,80.44,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_d3e94f4079733d2887846ad134db5618/,2026-01-17,0.0,JR東海道本線,岐阜,30.0,,2026-01-11,
b62e8e347f8c,土地,岐阜県岐阜市岩崎１丁目,1428.0,岐阜県岐阜市岩崎１丁目,東海道本線/岐阜駅,,313.75,,15.05,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_6b7ec102420f338bae14820399fea198/,2026-01-17,,東海道本線,岐阜,,,2026-01-11,
b636dc33430d,土地,岐阜県羽島市福寿町間島１丁目,500.0,岐阜県羽島市福寿町間島１丁目,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩20分,,140.0,,11.81,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_96fc25d2dd7237df8b3abb484f7a1a99/,2026-01-17,,名鉄竹鼻・羽島線,羽島市役所前,20.0,,2026-01-11,
b63e3fae78db,建物,岐阜県瑞穂市美江寺,825.0,岐阜県瑞穂市美江寺,樽見鉄道/美江寺駅 徒歩4分,4K,316.09,87.6,8.63,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/detail_61fe7ea8e1223d9d8e543dd5380afad0/,2026-01-17,0.0,樽見鉄道,美江寺,4.0,,2026-01-11,
b641337686c2,土地,木曽川町門間字角田（新木曽川駅） 1980万円,1980.0,愛知県一宮市木曽川町門間字角田,名鉄名古屋本線「新木曽川」徒歩22分,,284.0,,23.1,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_74970181/,2026-01-17,,名鉄名古屋本線,新木曽川,22.0,,2026-01-11,
b6485d73f3ea,土地,愛知県一宮市光明寺字神宮,850.0,愛知県一宮市光明寺字神宮,東海道本線/尾張一宮駅 徒歩2分 バス21分,,559.0,,5.03,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_898dfbccfd8639d8aef90dc76a55e479/,2026-01-17,,東海道本線,尾張一宮,2.0,,2026-01-11,
b656abf9f83f,土地,◇セキスイハイムの新しい分譲地が誕生◇◆「西岐阜」駅 まで徒歩約15分♪,2880.0,岐阜県岐阜市鏡島西２-14-5・14-30,JR東海道本線「西岐阜」徒歩15分,,352.35,,27.02,https://suumo.jp/tochi/gifu/sc_gifu/nc_72395030/,2026-01-17,0.0,JR東海道本線,西岐阜,15.0,,2026-01-11,
b67398a41860,土地,愛知県一宮市萩原町河田方,820.0,愛知県一宮市萩原町河田方,名鉄尾西線/二子駅 徒歩8分,,271.0,,10.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_625ce3f96fb1323e99115406a6396b62/,2026-01-17,,名鉄尾西線,二子,8.0,,2026-01-11,
b67459abaa9a,土地,愛知県一宮市浅野字大西,1990.0,愛知県一宮市浅野字大西,名鉄名古屋本線/名鉄一宮駅 徒歩9分 バス18分,,178.16,,36.92,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_e46ca50346bf35bd8e621567c6eea8a9/,2026-01-17,,名鉄名古屋本線,名鉄一宮,9.0,,2026-01-11,
b6759b0c6814,土地,岐阜県岐阜市粟野西６丁目,998.0,岐阜県岐阜市粟野西６丁目,,,272.76,,12.1,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_4649a38c26353e09a3d74a5b650ebc0f/,2026-01-17,,,,,,2026-01-11,
b6762589846a,建物,■駐車4台可能　■陽当たり良好な南向きLDK18帖,2690.0,岐阜県岐阜市日野南３-15-3,JR東海道本線「日野本郷バス停」徒歩4分,4LDK,274.25,97.11,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79172258/,2026-01-14,0.0,JR東海道本線,日野本郷バス停,4.0,最小,2026-01-14,2026/01/17
b680c37188ce,土地,愛知県一宮市光明寺字千馬,544.5,愛知県一宮市光明寺字千馬,東海道本線/木曽川駅 徒歩37分,,300.0,,6.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_940e7f4d1fef310b8991dcd169970752/,2026-01-17,,東海道本線,木曽川,37.0,,2026-01-11,
b680cb6cb9cf,建物,一宮市蓮池第1　全1棟,2390.0,愛知県一宮市蓮池字下松山144,名鉄尾西線「萩原」駅まで 徒歩 33分,4LDK,161.74,96.78,,https://sumaity.com/house_new/prop_10073379/,2026-01-17,0.0,名鉄尾西線,萩原,33.0,,2026-01-11,
b688e4fd90e3,土地,愛知県一宮市木曽川町黒田字西針口南ノ切,3300.0,愛知県一宮市木曽川町黒田字西針口南ノ切,名鉄名古屋本線/黒田駅 徒歩4分,,427.35,,25.53,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_537b5858918f32a2af7b6a4295b95216/,2026-01-17,,名鉄名古屋本線,黒田,4.0,,2026-01-11,
b6a1071a32ef,建物,クレイドルガーデン　岐阜市加納矢場町第2　1号棟,2490.0,岐阜県岐阜市加納矢場町１丁目,JR東海道本線「岐阜」駅まで 徒歩 20分,3LDK,97.73,85.86,,https://sumaity.com/house_new/prop_10100027/,2026-01-17,0.0,JR東海道本線,岐阜,20.0,,2026-01-11,
b6b337ee0d84,土地,愛知県一宮市三条字古川,750.0,愛知県一宮市三条字古川,東海道本線/尾張一宮駅 徒歩10分 バス21分,,96.17,,25.78,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_4a9a7366049134ba8374aafec9a1e950/,2026-01-17,,東海道本線,尾張一宮,10.0,,2026-01-11,
b6b577458c99,建物,岐阜県岐阜市江崎北,2980.0,岐阜県岐阜市江崎北,東海道本線/西岐阜駅 徒歩25分,3LDK,187.22,113.44,52.62,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_1855cda991cf3a37a2e1b58cb8caceeb/,2026-01-17,4.5,東海道本線,西岐阜,25.0,,2026-01-11,
b6c86bac6d17,建物,岐阜県岐阜市西中島３丁目,2680.0,岐阜県岐阜市西中島３丁目,東海道本線/西岐阜駅,3SLDK,183.16,109.32,48.37,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_4c2e272c752236cbaeab6ebf9e3e22b1/,2026-01-17,0.0,東海道本線,西岐阜,,,2026-01-11,
b6d2469f8cf3,土地,愛知県一宮市浅野字大西,1490.0,愛知県一宮市浅野字大西,名鉄名古屋本線/名鉄一宮駅 徒歩9分 バス18分,,221.72,,22.22,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0340b5f4e30431a3b251265e895d11a7/,2026-01-17,,名鉄名古屋本線,名鉄一宮,9.0,,2026-01-11,
b6d9538b7053,土地,愛知県一宮市大宮,1450.0,愛知県一宮市大宮,JR東海道本線/尾張一宮駅 徒歩3分 バス9分,,137.52,,34.86,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_71526ff0db363c51a2460de3dce316bd/,2026-01-17,,JR東海道本線,尾張一宮,3.0,,2026-01-11,
b6e5b7a43b6a,建物,＼今日見学したい／などお気軽に□スーパー近く□LDK16帖、収納充実,2290.0,愛知県一宮市篭屋５-2-8,名鉄尾西線「開明」徒歩25分,4LDK,105.01,97.2,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78574608/,2026-01-17,0.0,名鉄尾西線,開明,25.0,,2026-01-11,
b6ea3c62ace0,土地,岐阜県岐阜市打越,120.0,岐阜県岐阜市打越,東海道本線/岐阜駅 徒歩40分 バス40分,,464.0,,0.85,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_8d186e05e6b83e6aad81f5ac410c5e61/,2026-01-17,,東海道本線,岐阜,40.0,,2026-01-11,
b6fa9ef04674,土地,岐阜県岐阜市粟野西８丁目,756.0,岐阜県岐阜市粟野西８丁目,,,834.0,,3.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_ceb6e4f7e449374b877df52f9b8604fa/,2026-01-17,,,,,,2026-01-11,
b703e42f1c82,土地,岐阜県岐阜市福光西３丁目,1188.0,岐阜県岐阜市福光西３丁目,,,178.44,,22.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_62dc0509c82530a89c0abe06414234c6/,2026-01-14,,,,,,2026-01-11,2026/01/17
b70794e881fe,建物,岐阜県岐阜市芥見長山,2100.0,岐阜県岐阜市芥見長山,JR東海道本線/岐阜駅 徒歩5分 バス33分,7LDK+2S,384.31,231.03,18.06,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_31c38a47512c329580a4977b21818bc4/,2026-01-17,40.67,JR東海道本線,岐阜,5.0,,2026-01-11,
b70de2519ee1,土地,岐阜県各務原市鵜沼西町３丁目,7100.0,岐阜県各務原市鵜沼西町３丁目,名鉄各務原線/鵜沼宿駅 徒歩5分,,1102.2,,21.29,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_d97f9bc17d58372a88e28ba73c86baec/,2026-01-17,,名鉄各務原線,鵜沼宿,5.0,,2026-01-11,
b711a4016bc5,土地,岐阜県岐阜市北一色７丁目,700.2,岐阜県岐阜市北一色７丁目,,,154.32,,15.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_d848724704e63142a70acfb6f0c7fa4b/,2026-01-17,,,,,,2026-01-11,
b712e2ce7913,土地,岐阜県岐阜市岩栄町１丁目,980.0,岐阜県岐阜市岩栄町１丁目,名鉄各務原線/田神駅 徒歩20分,,211.5,,15.32,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_c6a861c8d3ee38fe8fafa61eacac845a/,2026-01-17,,名鉄各務原線,田神,20.0,,2026-01-11,
b7188c290326,土地,愛知県一宮市瀬部字川東,768.0,愛知県一宮市瀬部字川東,名鉄犬山線/江南駅 徒歩1分 バス12分,,846.0,,3.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_bc5955f269653b21abe7f80fde080926/,2026-01-17,,名鉄犬山線,江南,1.0,,2026-01-11,
b71d233e46f9,建物,愛知県一宮市三ツ井,1280.0,愛知県一宮市三ツ井,,5DK,124.35,96.88,34.03,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_40cdd42843423b68a69ad83d9d2c0102/,2026-01-17,38.42,,,,,2026-01-11,
b72077be7d2c,建物,【土地１６９坪　広大な敷地　オール電化】☆日当たり良好のリビング・玄関・バ,2280.0,岐阜県各務原市前渡西町,名鉄各務原線「二十軒」徒歩38分,5LDK+S,561.52,171.63,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_76557686/,2026-01-17,22.15,名鉄各務原線,二十軒,38.0,,2026-01-11,
b7385fb5bfef,土地,岐阜県羽島市竹鼻町丸の内２丁目,880.0,岐阜県羽島市竹鼻町丸の内２丁目,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩5分,,160.0,,18.18,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_8c2cd6d8e456349593b2a391c11d7964/,2026-01-17,,名鉄竹鼻・羽島線,羽島市役所前,5.0,,2026-01-11,
b738a393573b,建物,岐阜県羽島市竹鼻町狐穴,2380.0,岐阜県羽島市竹鼻町狐穴,名鉄竹鼻線/竹鼻駅 徒歩13分,4LDK+S,185.14,123.65,42.5,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/detail_7872c445fe343b848646d394df8ae861/,2026-01-17,0.0,名鉄竹鼻線,竹鼻,13.0,,2026-01-11,
b747cf60b41e,建物,【R8.3月完成予定】WIC・CL複数完備で生活空間すっきり！並列3台可！,2590.0,岐阜県各務原市那加前野町１,名鉄各務原線「新那加」徒歩21分,4LDK+S,212.01,109.08,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_79152022/,2026-01-17,0.0,名鉄各務原線,新那加,21.0,,2026-01-11,
b7596577e3a8,土地,岐阜県岐阜市上尻毛日吉,1300.0,岐阜県岐阜市上尻毛日吉,,,719.75,,5.97,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9470ac8c3295378c84d49c5e24535a15/,2026-01-17,,,,,,2026-01-11,
b76dd71b3f76,土地,岐阜県岐阜市則武東２丁目,1390.0,岐阜県岐阜市則武東２丁目,,,295.0,,15.58,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_1893cd00b62139119ce7c0655eb521f9/,2026-01-17,,,,,,2026-01-11,
b773db9b4ae8,土地,岐阜県岐阜市粟野西６丁目,494.0,岐阜県岐阜市粟野西６丁目,,,171.91,,9.5,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_060edbc4651635e681c8f5b0a9d2c536/,2026-01-17,,,,,,2026-01-11,
b77616b81cf7,土地,岐阜県羽島市足近町直道,480.0,岐阜県羽島市足近町直道,名鉄竹鼻線/南宿駅 徒歩10分,,122.63,,12.94,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_1ed761cb68a831858ccb2051eba41c72/,2026-01-17,,名鉄竹鼻線,南宿,10.0,,2026-01-11,
b77921a946a0,土地,岐阜県岐阜市下川手,518.0,岐阜県岐阜市下川手,名鉄名古屋本線/茶所駅 徒歩7分,,95.07,,18.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_0f670f3819e237e9844e37c91a17bb17/,2026-01-14,,名鉄名古屋本線,茶所,7.0,,2026-01-11,2026/01/17
b77c4144203d,土地,愛知県一宮市大志２丁目,2289.0,愛知県一宮市大志２丁目,名鉄名古屋本線/名鉄一宮駅 徒歩12分,,91.04,,83.12,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_74733c57d53630c8bdec00bc251a5c11/,2026-01-17,,名鉄名古屋本線,名鉄一宮,12.0,,2026-01-11,
b783ff707fb8,建物,中古住宅　日野東5丁目,1680.0,岐阜県岐阜市日野東5丁目,JR東海道本線 岐阜駅までバス約25分 日野坂バス停 徒歩8分,4LDK,150.54,108.47,36.89,https://sumaity.com/house/used/gifu_prop/prop_18926657/,2026-01-17,7.96,JR東海道本線,岐阜,8.0,,2026-01-11,
b7923949e2e4,建物,愛知県一宮市開明,2790.0,愛知県一宮市開明,名鉄尾西線/開明駅 徒歩15分,4LDK,118.53,99.36,77.81,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_dfb82708ca713ca8b1ddecf88a295b7c/,2026-01-17,0.0,名鉄尾西線,開明,15.0,,2026-01-11,
b79b8fa9f894,土地,愛知県一宮市明地字社宮地,5600.0,愛知県一宮市明地字社宮地,名鉄尾西線/萩原駅 徒歩24分,,963.0,,19.22,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_eee3b4e8d7013c589c6145ecb0c6b8bd/,2026-01-17,,名鉄尾西線,萩原,24.0,,2026-01-11,
b79c82f4f85e,土地,岐阜県岐阜市芥見７丁目,240.0,岐阜県岐阜市芥見７丁目,名鉄各務原線/各務原市役所前駅 徒歩94分,,308.0,,2.58,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_1d3e33a0d733399484142b17c11f079d/,2026-01-17,,名鉄各務原線,各務原市役所前,94.0,,2026-01-14,
b7a5a901ac84,建物,愛知県一宮市今伊勢町宮後,2930.0,愛知県一宮市今伊勢町宮後,名鉄名古屋本線/今伊勢駅 徒歩11分,4LDK,132.46,99.36,73.12,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_bd00b35f120d3f53882e85d2c4f06593/,2026-01-17,0.0,名鉄名古屋本線,今伊勢,11.0,,2026-01-11,
b7ad681be4f1,土地,◆確定測量、更地渡し◆約65坪の広々敷地で建築プラン豊富,1780.0,愛知県一宮市浅野字福寿庵,名鉄名古屋本線「名鉄一宮」バス11分停歩4分,,214.0,,27.5,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_79109604/,2026-01-17,,名鉄名古屋本線,名鉄一宮,,,2026-01-11,
b7c21632eb07,土地,愛知県一宮市千秋町天摩字松ノ木,442.0,愛知県一宮市千秋町天摩字松ノ木,名鉄犬山線/石仏駅 徒歩25分,,209.0,,6.99,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_d46fa4ae9cb137bdb4f21c3dce69cd60/,2026-01-17,,名鉄犬山線,石仏,25.0,,2026-01-11,
b7c3c108ba05,建物,岐阜県岐阜市手力町,2980.0,岐阜県岐阜市手力町,名鉄各務原線/手力駅 徒歩11分,4LDK,144.17,108.49,68.33,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_6ce8dc2f499e3d50b298d4ef5865dafe/,2026-01-17,0.0,名鉄各務原線,手力,11.0,,2026-01-11,
b7c6b363a7bf,土地,岐阜県岐阜市美島町４丁目,1100.0,岐阜県岐阜市美島町４丁目,東海道本線/岐阜駅 徒歩6分 バス16分,,166.55,,21.83,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_cbef942d0b133947a2b30fab5ee0f82f/,2026-01-17,,東海道本線,岐阜,6.0,,2026-01-11,
b7c99fc60177,建物,愛知県一宮市西五城字下須賀,2930.0,愛知県一宮市西五城字下須賀,名鉄尾西線/二子駅 徒歩3分 バス17分,4LDK,200.0,116.76,48.43,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_116a297e84593afb92b7571c2655a9de/,2026-01-17,0.0,名鉄尾西線,二子,3.0,,2026-01-11,
b7d13a2f24b1,土地,岐阜県羽島市小熊町外粟野１丁目,474.0,岐阜県羽島市小熊町外粟野１丁目,名鉄竹鼻・羽島線/竹鼻駅 徒歩5分 バス10分,,279.0,,5.62,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_98efc0f5718e3faf8ab64e4bef9001f4/,2026-01-17,,名鉄竹鼻・羽島線,竹鼻,5.0,,2026-01-11,
b7d37e1cd723,建物,竹鼻町丸の内３（羽島市役所前駅） 1580万円,1580.0,岐阜県羽島市竹鼻町丸の内３,名鉄竹鼻線「羽島市役所前」徒歩5分,7LDK,462.91,405.71,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_78503438/,2026-01-17,61.08,名鉄竹鼻線,羽島市役所前,5.0,,2026-01-11,
b7e1f7f3e72c,建物,一宮市大和町馬引第4　1号棟,3790.0,愛知県一宮市大和町馬引字郷戌亥,名鉄尾西線「西一宮」駅まで 徒歩 23分,4LDK,212.86,94.77,,https://sumaity.com/house_new/prop_10091885/,2026-01-17,0.0,名鉄尾西線,西一宮,23.0,,2026-01-11,
b7ea03a226f6,建物,【弊社売主物件】生活環境の整った北東角地で庭付き！日当たり良好、フルリノベ,1680.0,岐阜県岐阜市薮田南５-12-1,JR東海道本線「西岐阜」徒歩27分,3LDK,158.72,93.41,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_71458497/,2026-01-17,51.92,JR東海道本線,西岐阜,27.0,,2026-01-11,
b7f0696c3a4b,土地,岐阜県羽島市正木町曲利,1277.0,岐阜県羽島市正木町曲利,名鉄竹鼻・羽島線/不破一色駅 徒歩12分,,528.0,,8.0,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_b94f7cd49cd13bf590af2fb2c2e5ad85/,2026-01-17,,名鉄竹鼻・羽島線,不破一色,12.0,,2026-01-11,
b7f88e1bca93,建物,岐阜県岐阜市鷺山,2790.0,岐阜県岐阜市鷺山,東海道本線/岐阜駅,4LDK,157.64,108.48,58.51,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_f898e42ad8543f7882dc89ace15d89ef/,2026-01-17,4.33,東海道本線,岐阜,,,2026-01-11,
